Standard_Author	Preprints	Score	Rank
Sebastian Pott	1	2	17764
Sebastian Preissl	1	3	12013
Sebastian Ramos-Onsins	1	3	12013
Sebastian Romano	1	2	17764
Sebastian Scheer	1	2	17764
Sebastian Scherer	1	3	12013
Sebastian Schmeier	1	1	29388
Sebastian Schoenherr	1	2	17764
Sebastian Schornack	3	7	2850
Sebastian Schreiber	8	9	2005
Sebastian Simondi	1	1	29388
Sebastian Spreizer	1	2	17764
Sebastian Suerbaum	1	3	12013
Sebastian Therman	1	2	17764
Sebastian Thieme	1	5	4631
Sebastian Treusch	3	4	10491
Sebastian Vlaic	1	5	4631
Sebastian Zollner	3	7	2850
Sebastiano Stragmalia	1	5	4631
Sebastiano Stramaglia	1	5	4631
Sebastien Aubourg	1	2	17764
Sebastien Barot	2	4	10491
Sebastien Besson	1	5	4631
Sebastien Bouret	1	1	29388
Sebastien Breurec	1	1	29388
Sebastien Calvignac-Spencer	1	1	29388
Sebastien Crouzet	2	7	2850
Sebastien Devidal	2	4	10491
Sebastien Duplessis	2	7	2850
Sebastien Faye	1	3	12013
Sebastien Gard	1	2	17764
Sebastien Giguere	1	2	17764
Sebastien Gillet	1	1	29388
Sebastien Gourbiere	1	1	29388
Sebastien Guillaume	1	2	17764
Sebastien Jaeger	1	5	4631
Sebastien Kury	1	1	29388
Sebastien Lebreton	1	1	29388
Sebastien Lelong	1	5	4631
Sebastien Lemieux	1	3	12013
Sebastien Lemire	1	1	29388
Sebastien Marti	1	1	29388
Sebastien Moretti	1	5	4631
Sebastien Pion	1	3	12013
Sebastien Raguideau	1	3	12013
Sebastien Ravel	1	5	4631
Sebastien Ricoult	1	5	4631
Sebastien Rigali	2	4	10491
Sebastien Tosi	1	2	17764
Sebastien Wielgoss	1	1	29388
See Chiu	1	2	17764
Seema Jamal	1	2	17764
Seema Sheth	1	2	17764
Seenichamy Arivudainambi	1	2	17764
Seetha Krishnan	1	1	29388
Seetharaman Parashuraman	1	2	17764
Sehee Kim	1	3	12013
Seigo Kuwazaki	1	1	29388
Seiji Kumagai	1	1	29388
Seiji Wada	1	5	4631
Seiko Makino	1	2	17764
Seitz Alexander	1	1	29388
Seiya Imoto	1	1	29388
Sejal Desai	1	1	29388
Sejal Patel	2	5	4631
Sejoon Lee	1	1	29388
Sejuti Sengupta	1	1	29388
Sekar Kathiresan	5	14	767
Selcuk Korkmaz	1	1	29388
Selcuk Sumer	1	2	17764
Selena Burgess	2	7	2850
Selena Gimenez-Ibanez	1	3	12013
Selene Swanson	1	1	29388
Selim Kalayci	1	3	12013
Selin Jessa	1	3	12013
Selina Dwight	2	4	10491
Selina Imboywa	1	2	17764
Sellama Nadifi	1	1	29388
Semarhy Quinones-Soto	1	1	29388
Semin Lee	2	3	12013
Semion Saikin	1	3	12013
Semir Zeki	3	5	4631
Semyon Kruglyak	2	7	2850
Sen Xu	1	5	4631
Sena Karachanak-Yankova	1	2	17764
Sendu Bala	1	1	29388
Sendurai Mani	2	2	17764
Seneca Bessling	1	1	29388
Senne Aertbelien	1	2	17764
Senthil Muthuswamy	1	2	17764
Senthil Radhakrishnan	1	1	29388
Sentil Soubramanian	1	2	17764
Seok-Cheol Hong	1	2	17764
Seon Kim	1	3	12013
Seon-In Yeom	1	3	12013
Seongsoo Jang	1	3	12013
Sepehr Janghorbani	1	2	17764
Sepp Hochreiter	1	5	4631
Seppe Kuehn	1	1	29388
Seppo Koskinen	1	2	17764
Seqian Wang	1	5	4631
Sera de With	1	2	17764
Serafim Batzoglou	6	10	1419
Serafino Teseo	1	2	17764
Serajis Salekin	1	2	17764
Serano Pereira	1	3	12013
Serdar Bozdag	2	2	17764
Seref Gul	1	5	4631
Sereina Gut	1	5	4631
Sereina Rutschmann	2	10	1419
Serena Capasso	1	2	17764
Serena Manara	1	3	12013
Serena Nik-Zainal	1	1	29388
Serena Sanna	1	2	17764
Serena Scollen	1	3	12013
Serena Ziglio	1	2	17764
Serene Lee	1	1	29388
Serene Roque	1	2	17764
Sereno Lopez	1	2	17764
Serge Ahmed	3	4	10491
Serge Dmitrieff	2	4	10491
Serge Dumoulin	2	7	2850
Serge Gauthier	1	1	29388
Serge Gueroussov	1	1	29388
Serge Guyetant	1	1	29388
Serge Morand	4	13	865
Serge Picard	1	3	12013
Serge Picaud	2	4	10491
Serge Planes	1	1	29388
Serge Urbach	1	1	29388
Sergei Belikov	2	4	10491
Sergei Borukhov	1	1	29388
Sergei Grigoryev	1	5	4631
Sergei Litvinov	1	5	4631
Sergei Maslov	4	11	1203
Sergei Moshkovskii	2	6	3650
Sergei Mukhin	1	3	12013
Sergei Nikitin	1	5	4631
Sergei Ryazansky	1	2	17764
Sergej Mironov	1	1	29388
Sergej Nowoshilow	1	5	4631
Sergey Aganezov	2	7	2850
Sergey Andreev	3	3	12013
Sergey Davydov	1	1	29388
Sergey Feranchuk	2	4	10491
Sergey Gavrilets	1	2	17764
Sergey Gratiy	1	1	29388
Sergey Konstantinov	1	1	29388
Sergey Koren	11	32	101
Sergey Kryazhimskiy	3	10	1419
Sergey Lashin	1	5	4631
Sergey Litvinov	1	2	17764
Sergey Lyskov	2	5	4631
Sergey Makarov	1	2	17764
Sergey Nejenstev	1	2	17764
Sergey Nejentsev	1	1	29388
Sergey Nikolaev	1	3	12013
Sergey Nuzhdin	4	7	2850
Sergey Ovchinnikov	1	1	29388
Sergey Shiryayev	1	3	12013
Sergey Shmakov	2	4	10491
Sergey Shuvaev	1	1	29388
Sergey Stavisky	1	1	29388
Sergey Viukov	1	1	29388
Sergey Yekhanin	1	1	29388
Serghei Mangul	7	13	865
Sergi Agullo	1	1	29388
Sergi Castellano	1	2	17764
Sergi Castellvi-Bel	1	1	29388
Sergi Sayols	1	2	17764
Sergi Valverde	1	1	29388
Sergii Ivakhno	2	5	4631
Sergio Arredondo-Alonso	1	5	4631
Sergio Arregui	1	2	17764
Sergio Baranzini	2	10	1419
Sergio Cuesta	1	5	4631
Sergio Duca	2	4	10491
Sergio Guerrero-Castillo	1	5	4631
Sergio Lainez	1	1	29388
Sergio Morales	3	7	2850
Sergio Mota-Rolim	1	1	29388
Sergio Nemirovsky	1	2	17764
Sergio Neuenschwander	1	2	17764
Sergio Pulido-Tamayo	1	5	4631
Sergio R.	2	6	3650
Sergio Rodriguez-Quiroga	1	2	17764
Sergio Rossi	1	3	12013
Sergio Tofanelli	1	5	4631
Sergio Vargas	1	3	12013
Sergios-Orestis Kolokotronis	1	5	4631
Sergiy Nadtochiy	1	1	29388
Serguei Bannykh	1	1	29388
Serhat Guler	1	1	29388
Serif Senturk	1	5	4631
Serik Sagitov	2	2	17764
Serita Frey	1	1	29388
Sermin Genc	1	1	29388
Serra Favila	1	1	29388
Servi Stevens	1	2	17764
Seth Ament	3	5	4631
Seth Barribeau	2	5	4631
Seth Blackshaw	1	2	17764
Seth Bordenstein	3	9	2005
Seth Carbon	2	10	1419
Seth Cheetham	1	1	29388
Seth Davis	2	5	4631
Seth Donoughe	1	1	29388
Seth Gillham	1	2	17764
Seth Grant	3	8	2314
Seth Johnson	1	3	12013
Seth Redmond	2	7	2850
Seth Schobel	1	2	17764
Seth Shipman	1	2	17764
Seth Theuerkauf	2	4	10491
Seth Weinberg	2	2	17764
Setor Amuzu	1	2	17764
Seung Kim	1	1	29388
Seung Lee	2	7	2850
Seung Park	2	3	12013
Seung Shin	1	3	12013
Seung-Hwan Park	1	2	17764
Seung-Jun Kim	1	1	29388
Seunggeun Lee	2	8	2314
Seungill Kim	1	3	12013
Seungsoo Kim	1	3	12013
Seva Khambadkone	1	2	17764
Severin Berger	1	2	17764
Severine Berard	1	5	4631
Severine Drunat	1	5	4631
Severine Perian	1	2	17764
Severine Vermeire	2	2	17764
Severine Vuilleumier	1	2	17764
Sevi Triantaphyllou	1	1	29388
Seyed ARAB	1	2	17764
Seyed Alborzi	1	5	4631
Seyed Kia	1	3	12013
Seyed Motahari	4	8	2314
Seyed Musavi	1	1	29388
Seyed Tonekaboni	2	5	4631
Seyed-Mahdi Khaligh-Razavi	3	6	3650
Seyedeh Zekavat	2	8	2314
Seyedeh-Rezvan Farahibozorg	1	2	17764
Seyedehrezvan Farahibozorg	1	2	17764
Seyhan Yazar	1	5	4631
Seyoung Mun	1	1	29388
Sezai Alkan	1	5	4631
Sezen Vatansever	1	1	29388
Sha Huang	1	1	29388
Sha Zhu	2	5	4631
Shabir Barzanjeh	1	3	12013
Shabnam Kadir	2	3	12013
Shachar Iwanir	1	1	29388
Shachar Kaufman	1	2	17764
Shadi Shokralla	1	2	17764
Shafiqul Islam	1	1	29388
Shagufta Iram	1	5	4631
Shagun Srivastava	1	1	29388
Shah Rahman	1	1	29388
Shahan Derkarabetian	1	2	17764
Shahar Frechter	1	3	12013
Shahar Shohat	1	2	17764
Shaheed Omar	1	3	12013
Shahid Abbas	1	2	17764
Shahid Jameel	1	2	17764
Shahid Khan	1	2	17764
Shahin Mohammadi	4	12	1012
Shahina Maqbool	1	3	12013
Shahinez Garcia	1	1	29388
Shahlo Turdikulova	2	7	2850
Shahram Khazaei	1	2	17764
Shahrzad Masouleh	1	3	12013
Shahzeb Javed	1	2	17764
Shai Carmi	2	5	4631
Shai Cohen	1	5	4631
Shai Fuchs	1	2	17764
Shai Porat	1	2	17764
Shaid Hossain	1	5	4631
Shaila Musharoff	1	2	17764
Shailesh Patil	2	4	10491
Shaima Al-Khabouri	1	2	17764
Shaina Cahill	1	2	17764
Shaji Velayudhan	1	1	29388
Shaked Afik	1	1	29388
Shakoor Pooseh	1	3	12013
Shalaka Samant	1	3	12013
Shaleen Shrestha	1	3	12013
Shalev Itzkovitz	1	2	17764
Shalin Mehta	3	3	12013
Shalina Baute	1	3	12013
Shalini Nair	2	5	4631
Shalla Hanson	1	5	4631
Shalu Sharma	1	1	29388
Shaman Narayanasamy	1	3	12013
Shamar Droghetti	1	3	12013
Shambhavi Shankrit	1	2	17764
Shameek Biswas	1	2	17764
Shameem Younuskunja	1	2	17764
Shamik Sen	1	1	29388
Shamil Sunyaev	9	19	369
Shamileh Fouladdel	1	5	4631
Shan Andrews	2	10	1419
Shan Gao	2	4	10491
Shan He	2	4	10491
Shan Siddiqi	1	1	29388
Shan Wang	1	1	29388
Shan Wu	2	8	2314
Shan Xu	1	5	4631
Shan Yan	1	1	29388
Shan Yu	1	2	17764
Shan Zhong	1	1	29388
Shan-Shan Guo	1	2	17764
Shana Welles	1	1	29388
Shandar Ahmad	1	1	29388
Shane Baistrocchi	1	1	29388
Shane Canon	1	5	4631
Shane Grimsley	1	2	17764
Shane Hagen	1	5	4631
Shane Harding	1	2	17764
Shane Heinen	1	1	29388
Shane Lofgren	1	5	4631
Shane Maley	1	3	12013
Shane McCarthy	10	20	318
Shane McInally	1	2	17764
Shane McKee	1	3	12013
Shang Xue	1	1	29388
Shang-Qian Xie	1	1	29388
Shang-Te Hsu	1	2	17764
ShangBo Xie	1	5	4631
Shangrong Zhang	1	1	29388
Shangshang Chen	1	1	29388
Shani Ofaim	1	5	4631
Shani Weiner	1	5	4631
Shankar Balasubramanian	1	2	17764
Shankar Shastry	1	1	29388
Shankar Subramaniam	1	3	12013
Shankar Vembu	1	5	4631
Shanmugaapriya Sellathanby	1	1	29388
Shanmukh Katragadda	1	2	17764
Shannan Sui	1	1	29388
Shannon Allain	1	1	29388
Shannon Brady	1	3	12013
Shannon Brent	1	2	17764
Shannon Chen	1	1	29388
Shannon Clarke	1	1	29388
Shannon Corrigan	1	1	29388
Shannon Dugan	1	3	12013
Shannon Ellis	4	14	767
Shannon Falconer	1	1	29388
Shannon Fenlon	1	2	17764
Shannon Johnson	1	5	4631
Shannon Kalsow	1	2	17764
Shannon LaDeau	1	2	17764
Shannon Maitland	1	2	17764
Shannon McClintock	1	5	4631
Shannon McMahon	1	1	29388
Shannon Mumenthaler	3	15	603
Shannon Romano	1	1	29388
Shannon Takala-Harrison	1	2	17764
Shannon Whitmer	1	3	12013
Shanshan Dong	1	5	4631
Shanshan Xiang	1	2	17764
Shanshan Xing	1	5	4631
Shanshan Yang	1	5	4631
Shanshuang Chen	1	1	29388
Shantanu Chowdhury	1	1	29388
Shantanu Singh	4	20	318
Shao FU	1	2	17764
Shao Yuan	1	1	29388
Shao-Xing Dai	1	1	29388
Shaobin Guo	2	5	4631
Shaobo Zhang	1	1	29388
Shaoda He	1	5	4631
Shaohe Wang	1	1	29388
Shaohong Ding	1	3	12013
Shaohui Hu	1	2	17764
Shaojian Gao	1	5	4631
Shaojie Zhang	1	3	12013
Shaojun Liu	3	4	10491
Shaolei Teng	1	1	29388
Shaon Chakrabarti	2	6	3650
Shaopeng Wang	1	1	29388
Shaoping Ling	1	2	17764
Shaoqi Li	1	1	29388
Shaorong Li	1	3	12013
Shaoshuai Mou	1	1	29388
Sharad Paul	1	3	12013
Sharad Vikram	1	3	12013
Sharadha Sakthikumar	1	5	4631
Sharbel Zahran	1	5	4631
Shari Javadiyan	1	5	4631
Shari Langdon	1	2	17764
Sharif Mukul	1	5	4631
Sharif Ranjbar	1	1	29388
Sharlene Cam	2	2	17764
Sharlene Day	1	2	17764
Sharmila Natarajan	1	1	29388
Sharmistha Chakraborti	1	1	29388
Sharon Aviran	2	6	3650
Sharon Aviraon	1	3	12013
Sharon Benzeno	1	5	4631
Sharon Bewick	1	3	12013
Sharon Erzinclioglu	1	2	17764
Sharon Gerecht	1	1	29388
Sharon Hall	1	1	29388
Sharon Isern	3	6	3650
Sharon Kardia	1	2	17764
Sharon Larson	1	2	17764
Sharon Melin	1	5	4631
Sharon Mitchell	1	1	29388
Sharon Newman	1	1	29388
Sharon Peacock	2	4	10491
Sharon Plon	1	2	17764
Sharon Reikhav	1	1	29388
Sharon Ryall	1	2	17764
Sharon Strauss	1	2	17764
Sharon Thompson-Schill	1	2	17764
Sharon Wendt	1	3	12013
Sharoni Shafir	2	4	10491
Sharyn Goldstien	1	2	17764
Shashank Bharill	1	2	17764
Shashank Gandhi	1	2	17764
Shashank Sharma	1	2	17764
Shashank Shekhar	1	1	29388
Shashank Singh	1	2	17764
Shashank Yaduvanshi	1	2	17764
Shashi Hitturlingappa	1	2	17764
Shashikant Cooduvalli	1	2	17764
Shashikant Dubey	1	2	17764
Shaul Yogev	1	2	17764
Shaun Clare	1	1	29388
Shaun Hug	2	5	4631
Shaun Jackman	2	10	1419
Shaun Mahony	1	5	4631
Shaun McCarthy	1	2	17764
Shaun Patel	1	1	29388
Shaun Purcell	11	32	101
Shaun Robertson	1	2	17764
Shaun Webb	1	2	17764
Shauna Dendy	1	2	17764
Shauna Reckseidler-Zenteno	1	5	4631
Shaunak Sen	3	7	2850
Shawn Burgess	1	3	12013
Shawn Burton	1	3	12013
Shawn Christensen	1	1	29388
Shawn Hinz	1	2	17764
Shawn Hoon	1	1	29388
Shawn Leroux	1	5	4631
Shawn Levy	1	3	12013
Shawn Lewenza	1	5	4631
Shawn Mansfield	2	2	17764
Shawn Minnig	2	4	10491
Shawn Sullivan	2	5	4631
Shawn Willett	1	1	29388
Shawn Zheng	1	2	17764
Shay Geula	1	1	29388
Shay Ohayon	1	5	4631
Shay Shilo	1	1	29388
Shay Zakov	1	3	12013
Shaza Alsabban	1	3	12013
Shaza Zaghlool	1	2	17764
Shazia Mahamdallie	2	6	3650
She Zhang	1	2	17764
Shea Andrews	3	6	3650
Shea Gardner	1	3	12013
Sheel Shah	1	2	17764
Sheela Ramanna	3	7	2850
Sheena Brown	1	3	12013
Sheena Josselyn	1	1	29388
Sheena Li	2	4	10491
Sheena Waters	1	1	29388
Sheeno Thyparambil	1	1	29388
Shefali Verma	1	5	4631
Shehla Mohammed	1	3	12013
Sheila Barton	2	2	17764
Sheila Graham	1	1	29388
Sheila Roitman	1	1	29388
Sheila Seal	2	6	3650
Sheila Teves	1	1	29388
Sheila Ulivi	2	4	10491
Sheila Xie	1	2	17764
Shekhar Mande	1	2	17764
Shelagh Boyle	2	7	2850
Shelagh Campbell	1	5	4631
Shelagh Freedman	1	2	17764
Shelagh Joss	2	6	3650
Shelby O'Connor	3	9	2005
Sheldon Morris	1	3	12013
Sheldon Park	1	1	29388
Sheli Radoshitzky	1	5	4631
Shelley Hoover	1	2	17764
Shelley Tworoger	1	2	17764
Shelly Buffington	1	3	12013
Shelly Heimfeld	1	5	4631
Sheng Huang	1	2	17764
Sheng Jin	1	3	12013
Sheng Sun	1	5	4631
Sheng Wang	1	3	12013
Sheng Xia	1	1	29388
Sheng Zhao	1	2	17764
Sheng Zhong	1	2	17764
Shengchao Yang	1	2	17764
Shengdar Tsai	1	2	17764
Shenghang Jiang	1	1	29388
Shengjian Li	1	1	29388
Shengli Ding	1	1	29388
Shengli Li	1	2	17764
Shenglin Liu	1	2	17764
Shenglong Wang	1	3	12013
Shengqiang Shu	1	5	4631
Shengyu Ni	1	2	17764
Shensi Shen	3	4	10491
Sherazade Braham	1	5	4631
Sheref Mansy	1	3	12013
Sherif El-Sharnouby	1	5	4631
Sherif Gerges	1	1	29388
Sherman Weissman	2	2	17764
Shermin de Silva	1	2	17764
Sherri Huang	2	3	12013
Sherri Johnson	1	1	29388
Sherry Heldens	1	3	12013
Sherry Miller	1	5	4631
Sherry Ogg	1	2	17764
Sherry Schiff	1	1	29388
Sherry Zhang	1	1	29388
Sherwin Shaju	1	2	17764
Sherwood Casjens	1	2	17764
Shi Gu	1	2	17764
Shi Huang	7	22	256
Shi Wang	2	2	17764
Shi Xing	1	1	29388
Shi-An Chen	1	3	12013
Shi-Ichi Morinaga	1	2	17764
Shian Su	1	5	4631
Shiaoman Chao	2	2	17764
Shibin Gao	1	3	12013
Shibo Jiang	1	1	29388
Shibo Liu	1	2	17764
Shichina Kannambath	1	1	29388
Shicui Zhang	1	5	4631
Shigeharu Moriya	1	5	4631
Shigeki Nakagome	3	5	4631
Shigeki Watanabe	2	4	10491
Shigeo Mitsunari	1	2	17764
Shigeo Yagi	2	4	10491
Shigeru Ko	1	5	4631
Shigeyoshi Itohara	2	10	1419
Shigeyuki Inoue	1	2	17764
Shigeyuki Matsui	1	2	17764
Shigeyuki Yokoyama	1	2	17764
Shiguo Zhou	1	1	29388
Shihai Feng	1	2	17764
Shihai Jia	1	5	4631
Shihong Mao	2	6	3650
Shihua Wang	1	2	17764
Shijia Zhu	1	1	29388
Shijie Zheng	1	2	17764
Shijulal Nelson-Sathi	1	3	12013
Shikta Das	2	2	17764
Shikui Tu	1	2	17764
Shiladitya Banerjee	1	2	17764
Shilin Zhu	1	1	29388
Shilo Ohayon	2	6	3650
Shilpa Garg	2	6	3650
Shilpa Sarode	1	2	17764
Shilpi Minocha	1	1	29388
Shimin Zuo	1	2	17764
Shiming Zhao	1	2	17764
Shimon Bershtein	2	4	10491
Shimon Weiss	6	18	415
Shin Aizawa	1	1	29388
Shin-Cheng Tzeng	1	2	17764
Shin-Han Shiu	1	1	29388
Shin-ichi Nakano	1	2	17764
Shing Choi	1	3	12013
Shingo Kikuta	1	2	17764
Shingo Suzuki	1	1	29388
Shinichi Morishita	1	1	29388
Shinichi Nakagawa	2	7	2850
Shinichi Sunagawa	1	2	17764
Shinichiro Takayama	1	5	4631
Shinjae Yoo	3	11	1203
Shinji Adachi	1	2	17764
Shinji Fukuda	1	1	29388
Shinji Ihara	1	1	29388
Shinnosuke Kondo	1	5	4631
Shintaro Yamada	1	2	17764
Shinya Ito	1	1	29388
Shinya Kuroda	1	1	29388
Shinya Ohta	1	2	17764
Shinya Oki	1	3	12013
Shiori Komine	1	3	12013
Shiori Sagawa	1	5	4631
Shiou-Hwie Yeh	1	2	17764
Shiping Liu	1	2	17764
Shiqian Qi	1	1	29388
Shiquan Sun	1	2	17764
Shir Atsmon	1	1	29388
Shira Tsur	1	5	4631
Shiran Amir	1	1	29388
Shiran Pasternak	1	5	4631
Shiran Sarig	1	5	4631
Shirane Tsedef	1	5	4631
Shiri Freilich	1	5	4631
Shiri Simon	1	1	29388
Shirin Ghadami	1	1	29388
Shirlee Wohl	3	7	2850
Shirlei Aguiar	1	5	4631
Shirley Budall	1	5	4631
Shirley Hui	1	2	17764
Shirley Komninakis	1	2	17764
Shirley Pepke	1	2	17764
Shirley Simmons	1	2	17764
Shirley Sutton	2	2	17764
Shirley-Ann Rueschemeyer	1	2	17764
Shirli Bar-David	2	3	12013
Shirong Yu	1	2	17764
Shishang Qin	1	1	29388
Shishi Luo	1	2	17764
Shitij Kapur	1	1	29388
Shiu-Lok Hu	1	2	17764
Shiva Farashahi	1	1	29388
Shiva Razavi	1	1	29388
Shivangi Wani	1	2	17764
Shivani Mahajan	1	1	29388
Shivani Soni	1	1	29388
Shivendra Dubey	1	1	29388
Shivendra Kishore	1	1	29388
Shiwani Sharma	1	5	4631
Shixi Chen	1	1	29388
Shixiang Wan	1	2	17764
Shixin Lu	1	2	17764
Shixuan Liu	1	5	4631
Shiya Song	3	9	2005
Shiyu Zhou	1	1	29388
Shlomi Haar	3	3	12013
Shlomi Reuveni	1	2	17764
Shlomit Reich-Zeliger	1	1	29388
Sho Harvey	1	2	17764
Sho Sakurai	1	3	12013
Shoaib Sufi	1	5	4631
Shobha Bhargava	1	1	29388
Shohei Fujinaga	1	2	17764
Shohei Hori	1	5	4631
Shohei Takuno	2	7	2850
Shoji Kawamura	1	2	17764
Shoji Oda	1	2	17764
Shoji Tsuji	1	1	29388
Shon Schooler	1	2	17764
Shona Kerr	1	2	17764
Shonagh Russell	1	2	17764
Shosh Arbelle	1	1	29388
Shoshana Marcus	3	8	2314
Shou Ding	1	3	12013
Shou-Qiang Ouyang	1	1	29388
Shouneng Peng	1	2	17764
Show-Ling Shyng	1	1	29388
Shraddha Karve	4	4	10491
Shraddha Pai	1	2	17764
Shraddha Shitut	1	1	29388
Shravya Thatipally	1	2	17764
Shree Pandey	1	1	29388
Shreejoy Tripathy	2	5	4631
Shreelatha Bhat	1	5	4631
Shreepriya Das	1	1	29388
Shreya Kulkarni	1	1	29388
Shreyas Jois	1	1	29388
Shreyas Sridhar	1	1	29388
Shrikant Vinchurkar	1	5	4631
Shripad Tuljapurkar	1	2	17764
Shriprakash Sinha	3	7	2850
Shrivani Sriskanthadevan-Pirahas	1	1	29388
Shruthi Kumar	1	1	29388
Shruti Kane	1	3	12013
Shruti Naik	1	1	29388
Shruti Vij	1	2	17764
Shu Cheng	1	2	17764
Shu Chng	1	1	29388
Shu Du	1	1	29388
Shu Hu	1	1	29388
Shu Li	2	2	17764
Shu Mao	1	2	17764
Shu Teo	1	5	4631
Shu-Dan Yeh	1	1	29388
Shu-Huei Shen	1	1	29388
Shu-Hwa Chen	1	5	4631
Shu-Jing Liu	1	1	29388
Shu-Mei Chang	3	4	10491
Shu-Rong Liu	1	2	17764
Shu-Sin Chng	1	1	29388
Shu-Yuan Xiao	1	1	29388
Shu-Yun Tung	1	1	29388
Shu-mei Chang	1	1	29388
Shuai Jiang	1	5	4631
Shuai Zhao	1	2	17764
Shuang Liu	2	3	12013
Shuang Qiu	2	5	4631
Shuang Wang	1	1	29388
Shuang Zhou	1	1	29388
Shuangmu Zhuo	1	1	29388
Shuangwu Sun	1	1	29388
Shubha Phadke	1	1	29388
Shubhabrata Mukherjee	3	5	4631
Shubhang Bhatt	1	1	29388
Shubhroz Gill	2	4	10491
Shuchang Liu	1	5	4631
Shuhua Xu	9	16	532
Shuhua Yuan	1	2	17764
Shuji Takada	1	5	4631
Shukolpa duttaroy	1	1	29388
Shukun Wang	1	1	29388
Shulamit Diena	1	5	4631
Shumaila Sayyab	1	2	17764
Shumei Hao	1	2	17764
Shun Adachi	1	2	17764
Shun Kurokawa	1	2	17764
Shun Liu	1	2	17764
Shun-Mei Liu	1	2	17764
Shun-ichi Amari	1	5	4631
Shunichiro Ikeda	1	3	12013
Shunsuke Ishii	1	2	17764
Shunsuke Watanabe	1	2	17764
Shuntaro Sasai	1	1	29388
Shunxin Wang	1	2	17764
Shunya Kashiwagi	1	1	29388
Shuo Liang	1	1	29388
Shuo Liu	1	1	29388
Shuo ZHANG	1	2	17764
Shuo Zhang	3	6	3650
Shuobing Chen	1	1	29388
Shupei Mo	1	1	29388
Shupeng Gui	1	2	17764
Shuqiang Chen	1	1	29388
Shuqing Ji	1	2	17764
Shuqing Xu	3	4	10491
Shuqing Zhang	1	1	29388
Shurjo Sen	1	1	29388
Shuxun Ren	1	1	29388
Shuya Li	1	2	17764
Shuyang Yao	1	2	17764
Shuyi Ma	1	2	17764
Shuying Shi	1	2	17764
Shweta Bansal	11	32	101
Shweta Bendre	1	1	29388
Shweta Dharap	1	1	29388
Shwetha Murali	1	3	12013
Shy Shoham	1	3	12013
Shyam Masakapalli	1	3	12013
Shyam Prabhakar	1	1	29388
Shyam Saladi	1	3	12013
Shyam Srinivasan	1	2	17764
Shyama Sidique	1	1	29388
Shyamalika Gopalan	3	5	4631
Si Chen	1	1	29388
Si Wu	1	2	17764
Siamon Gordon	1	3	12013
Sian Ellard	2	8	2314
Sian Morgan	1	3	12013
Siavash Mirarab	2	4	10491
Siavash Sheikhizadeh	1	1	29388
Siawoosh Mohammadi	1	3	12013
Sibel Blau	1	5	4631
Sibelle Vilaca	1	1	29388
Sibylle Herholz	1	1	29388
Sibylle Poschmann	1	5	4631
Sibylle Schwab	1	2	17764
Sibylle Vonesch	1	5	4631
Sidarta Ribeiro	2	5	4631
Sidclay Dias	1	2	17764
Siddanagouda Patil	1	1	29388
Siddarth Dey	1	2	17764
Siddhant Jain	1	1	29388
Siddharth Banka	1	3	12013
Siddharth Deshpande	1	3	12013
Siddharth Kumar	1	2	17764
Sidharth Jaggi	1	2	17764
Sidhartha Dongre	1	1	29388
Sidhartha Goyal	1	2	17764
Sidney Bell	1	2	17764
Sidney Wang	1	2	17764
Siegfried Roth	1	2	17764
Siegfried Schloissnig	1	3	12013
Siegfried Wahl	1	3	12013
Siegfried Weisenburger	1	1	29388
Siena Ang	1	1	29388
Sierra McDaniel	1	2	17764
Sierra Rayne	2	10	1419
Sietske Helder	1	2	17764
Siew Choo	1	5	4631
Siew-Kim Lee	1	2	17764
Sigal Lechno-Yossef	1	1	29388
Sigal Shachar	2	7	2850
Sigbjorn Lien	2	7	2850
Sigbjrn Lien	2	7	2850
Siger Holsappel	1	3	12013
Signe Pedersen	1	2	17764
Sigolene Lecuyer	1	1	29388
Sigrid Jall	1	2	17764
Sigrid Nachtergaele	1	5	4631
Sigridur Franzdottir	1	3	12013
Sigriur Bjornsdottir	1	2	17764
Sigrun Gustafsdottir	1	5	4631
Sigrun Jonasdottir	1	3	12013
Sigurd Lenzen	1	1	29388
Sigurdur Snorrason	1	3	12013
Sigve Nakken	2	2	17764
Sihai Zhao	1	1	29388
Siham Hachi	1	1	29388
Siiri Koljalg	1	2	17764
Sijia Wang	1	2	17764
Sijie Wu	1	2	17764
Sijung Yun	1	5	4631
Sikander Hayat	2	3	12013
Sikha Saha	1	3	12013
Silas Bossert	1	2	17764
Silas Tittes	1	3	12013
Sile Hu	3	5	4631
Silene Rocha	1	1	29388
Siliang Lin	1	2	17764
Silin Ren	1	2	17764
Silke Feuerriegel	1	3	12013
Silke Haverkamp	1	3	12013
Silke Henkes	1	2	17764
Silke Musa	1	2	17764
Silke Peter	1	2	17764
Silke Robatzek	3	8	2314
Silva Holtfreter	1	2	17764
Silva Kasela	2	3	12013
Silvan Quax	1	5	4631
Silvana Favoretto	1	1	29388
Silvana Konermann	2	4	10491
Silvana Rosic	1	2	17764
Silvano Garnerone	1	2	17764
Silvano Squizzato	1	2	17764
Silvia Acinas	1	2	17764
Silvia Ambros	2	5	4631
Silvia Ardissone	1	2	17764
Silvia Argimon	1	5	4631
Silvia Bolognin	1	1	29388
Silvia Carbonell	1	5	4631
Silvia Carvalho	1	2	17764
Silvia D'Andrea	1	1	29388
