DOI	Author	Standard_Author
10.1101/069633	Kieran R Campbell	Kieran Campbell
10.1101/069633	Quin F Wills	Quin Wills
10.1101/069641	Henning Sprekeler	Henning Sprekeler
10.1101/069641	Nikolay Chenkov	Nikolay Chenkov
10.1101/069641	Richard Kempter	Richard Kempter
10.1101/069658	Amir Najafi	Amir Najafi
10.1101/069658	Emad Fatemizadeh	Emad Fatemizadeh
10.1101/069658	Sepehr Janghorbani	Sepehr Janghorbani
10.1101/069658	Seyed Abolfazl Motahari	Seyed Motahari
10.1101/069682	Adam Siepel	Adam Siepel
10.1101/069682	Brad Gulko	Brad Gulko
10.1101/069682	Yi-Fei Huang	Yi-Fei Huang
10.1101/069708	Edward J Feil	Edward Feil
10.1101/069708	Harry A Thorpe	Harry Thorpe
10.1101/069708	Laurence D Hurst	Laurence Hurst
10.1101/069708	Sion C Bayliss	Sion Bayliss
10.1101/069716	Dongteng Liu	Dongteng Liu
10.1101/069716	Michael Brewer	Michael Brewer
10.1101/069716	Shixi Chen	Shixi Chen
10.1101/069716	Wanshu Hong	Wanshu Hong
10.1101/069716	Yong Zhu	Yong Zhu
10.1101/069724	Alexander V Ratushny	Alexander Ratushny
10.1101/069724	David J Dilworth	David Dilworth
10.1101/069724	Fred D Mast	Fred Mast
10.1101/069724	Jennifer J Smith	Jennifer Smith
10.1101/069724	John D Aitchison	John Aitchison
10.1101/069724	Song Li	Song Li
10.1101/069724	Thurston Herricks	Thurston Herricks
10.1101/069757	David K. Gifford	David Gifford
10.1101/069757	Haoyang Zeng	Haoyang Zeng
10.1101/069757	Matthew D. Edwards	Matthew Edwards
10.1101/069757	Yuchun Guo	Yuchun Guo
10.1101/069773	James M. Berger	James Berger
10.1101/069773	Kevin Dyer	Kevin Dyer
10.1101/069773	Michael R. Lawson	Michael Lawson
10.1101/069781	Arun Asok	Arun Asok
10.1101/069781	Nathen J. Murawski	Nathen Murawski
10.1101/069799	Arlen Johnson	Arlen Johnson
10.1101/069799	Brandon Ho	Brandon Ho
10.1101/069799	Paul A Rowley	Paul Rowley
10.1101/069799	Sara L Sawyer	Sara Sawyer
10.1101/069799	Sarah Bushong	Sarah Bushong
10.1101/069807	Naomi R Wray	Naomi Wray
10.1101/069807	Qiongyi Zhao	Qiongyi Zhao
10.1101/069807	Zong-Hong Zhang	Zong-Hong Zhang
10.1101/069815	Ken Chen	Ken Chen
10.1101/069815	Luay Nakhleh	Luay Nakhleh
10.1101/069815	Mark Chaisson	Mark Chaisson
10.1101/069815	Xian Fan	Xian Fan
10.1101/069831	Bhaskar Chandra Mohan Ramisetty	Bhaskar Ramisetty
10.1101/069831	Dimpy Ghosh	Dimpy Ghosh
10.1101/069831	Moumita Roy Chowdhury	Moumita Chowdhury
10.1101/069831	Ramachandran Sarojini Santhosh	Ramachandran Santhosh
10.1101/069849	Dong Zhang	Dong Zhang
10.1101/069849	Edward S. Buckler	Edward Buckler
10.1101/069849	Mark Coles	Mark Coles
10.1101/069849	Nicholi Pitra	Nicholi Pitra
10.1101/069849	Paul Matthews	Paul Matthews
10.1101/069856	Amy Mather	Amy Mather
10.1101/069856	Andrew Dodgson	Andrew Dodgson
10.1101/069856	Angela Downes	Angela Downes
10.1101/069856	Hang T.T. Phan	Hang Phan
10.1101/069856	Julie Cawthorne	Julie Cawthorne
10.1101/069856	Matthew Ellington	Matthew Ellington
10.1101/069856	Nicole Stoesser	Nicole Stoesser
10.1101/069856	Oluwafemi Akinremi	Oluwafemi Akinremi
10.1101/069856	Ryan George	Ryan George
10.1101/069856	Stephanie Thomas	Stephanie Thomas
10.1101/069856	Zoie Aiken	Zoie Aiken
10.1101/069880	Adam Ranson	Adam Ranson
10.1101/069906	Joshua Bembenek	Joshua Bembenek
10.1101/069906	Xiaofei Bai	Xiaofei Bai
10.1101/069914	Alex Hoffmaster	Alex Hoffmaster
10.1101/069914	Antonio Fasanella	Antonio Fasanella
10.1101/069914	Crystal Hepp	Crystal Hepp
10.1101/069914	David M. Wagner	David Wagner
10.1101/069914	Dawn Birdsell	Dawn Birdsell
10.1101/069914	Hannah Heaton	Hannah Heaton
10.1101/069914	James M. Schupp	James Schupp
10.1101/069914	Jason W. Sahl	Jason Sahl
10.1101/069914	John D. Gillece	John Gillece
10.1101/069914	Paul Keim	Paul Keim
10.1101/069914	Ramon Noseda	Ramon Noseda
10.1101/069914	Richard Okinaka	Richard Okinaka
10.1101/069914	Talima Pearson	Talima Pearson
10.1101/069914	Viacheslav Fofanov	Viacheslav Fofanov
10.1101/069922	Adam M Phillippy	Adam Phillippy
10.1101/069922	Derek M Bickhart	Derek Bickhart
10.1101/069922	Dorothea Heimeier	Dorothea Heimeier
10.1101/069922	John A Hammond	John Hammond
10.1101/069922	John C Schwartz	John Schwartz
10.1101/069922	Juan F Medrano	Juan Medrano
10.1101/069922	Mark S Gibson	Mark Gibson
10.1101/069922	Sergey Koren	Sergey Koren
10.1101/069922	Timothy PL Smith	Timothy Smith
10.1101/069930	Brian D. Weitzner	Brian Weitzner
10.1101/069930	Daisuke Kuroda	Daisuke Kuroda
10.1101/069930	Jeffrey J Gray	Jeffrey Gray
10.1101/069930	Jeliazko Jeliazkov	Jeliazko Jeliazkov
10.1101/069930	Naireeta Biswas	Naireeta Biswas
10.1101/069930	Nicholas A Marze	Nicholas Marze
10.1101/069930	Rahel Frick	Rahel Frick
10.1101/069930	Sergey Lyskov	Sergey Lyskov
10.1101/069955	Aaron M. Fleming	Aaron Fleming
10.1101/069955	Cynthia J Burrows	Cynthia Burrows
10.1101/069955	Yun Ding	Yun Ding
10.1101/069963	Ashley M Jacobi	Ashley Jacobi
10.1101/069963	Channabasavaiah B Gurumurthy	Channabasavaiah Gurumurthy
10.1101/069963	Donald W Harms	Donald Harms
10.1101/069963	Guy P Richardson	Guy Richardson
10.1101/069963	Hiromi Miura	Hiromi Miura
10.1101/069963	Lisa D Urness	Lisa Urness
10.1101/069963	Mark A Behlke	Mark Behlke
10.1101/069963	Masato Ohtsuka	Masato Ohtsuka
10.1101/069963	Rolen M Quadros	Rolen Quadros
10.1101/069963	Ronald Redder	Ronald Redder
10.1101/069963	Sarah A Zeiner	Sarah Zeiner
10.1101/069963	Suzanne L Mansour	Suzanne Mansour
10.1101/069963	Tomomi Aida	Tomomi Aida
10.1101/069971	Chunyan Li	Chunyan Li
10.1101/069971	Gang Chen	Gang Chen
10.1101/069971	Haibo Peng	Haibo Peng
10.1101/069971	Jianye Zhang	Jianye Zhang
10.1101/069971	Xiaolong Wang	Xiaolong Wang
10.1101/069971	Xuxiang Wang	Xuxiang Wang
10.1101/069971	Yalei Wang	Yalei Wang
10.1101/069989	John Wakeley	John Wakeley
10.1101/069989	Leandra King	Leandra King
10.1101/069989	Shai Carmi	Shai Carmi
10.1101/069997	Inbal Ayzenshtat	Inbal Ayzenshtat
10.1101/069997	Jesse Jackson	Jesse Jackson
10.1101/069997	Rafael Yuste	Rafael Yuste
10.1101/070003	Arne Elofsson	Arne Elofsson
10.1101/070003	Oxana Sachenkova	Oxana Sachenkova
10.1101/070003	Sara Light	Sara Light
10.1101/070003	Walter Basile	Walter Basile
10.1101/070011	Benjamin A Evans	Benjamin Evans
10.1101/070011	Daniel Rozen	Daniel Rozen
10.1101/070011	Eric L Miller	Eric Miller
10.1101/070011	Ian S Roberts	Ian Roberts
10.1101/070011	Omar E Cornejo	Omar Cornejo
10.1101/070037	Andreas Hess	Andreas Hess
10.1101/070037	Florian Ganglberger	Florian Ganglberger
10.1101/070037	Joanna Kaczanowska	Joanna Kaczanowska
10.1101/070037	Josef M. Penninger	Josef Penninger
10.1101/070037	Katja Buehler	Katja Buehler
10.1101/070037	Wulf Haubensak	Wulf Haubensak
10.1101/070045	Ana S Manso	Ana Manso
10.1101/070045	Arie van der Ende	Arie van der Ende
10.1101/070045	Bart Ferwerda	Bart Ferwerda
10.1101/070045	Diederik van de Beek	Diederik van de Beek
10.1101/070045	John Lees	John Lees
10.1101/070045	Julian Parkhill	Julian Parkhill
10.1101/070045	Marco R Oggioni	Marco Oggioni
10.1101/070045	Matthjis C Brouwer	Matthjis Brouwer
10.1101/070045	Mercedes Valls Seron	Mercedes Seron
10.1101/070045	Nicholas J Croucher	Nicholas Croucher
10.1101/070045	Philip H. C. Kremer	Philip Kremer
10.1101/070045	Stephen D Bentley	Stephen Bentley
10.1101/070052	Gen Li	 Li
10.1101/070052	Iuliana Ionita-Laza	Iuliana Ionita-Laza
10.1101/070052	Xiaoyu Song	Xiaoyu Song
10.1101/070052	Ying Wei	Ying Wei
10.1101/070060	Alison Cloutier	Alison Cloutier
10.1101/070060	Cong Liang	Cong Liang
10.1101/070060	Gunter Wagner	Gunter Wagner
10.1101/070060	Jacob M. Musser	Jacob Musser
10.1101/070060	Richard Prum	Richard Prum
10.1101/070078	Artem Pankin	Artem Pankin
10.1101/070078	Christian Becker	Christian Becker
10.1101/070078	Janine Altmuller	Janine Altmuller
10.1101/070078	Maria von Korff	Maria von Korff
10.1101/070086	Aldo A Faisal	Aldo Faisal
10.1101/070086	Carlos Ribeiro	Carlos Ribeiro
10.1101/070086	Veronica Maria Corrales-Carvajal	Veronica Corrales-Carvajal
10.1101/070094	Jean Claude Nshogozabahizi	Jean Nshogozabahizi
10.1101/070094	Jonathan Dench	Jonathan Dench
10.1101/070094	Stephane Aris-Brosou	Stephane Aris-Brosou
10.1101/070102	Jessica Noel	Jessica Noel
10.1101/070102	Neke Ibeh	Neke Ibeh
10.1101/070102	Stephane Aris-Brosou	Stephane Aris-Brosou
10.1101/070128	Joseph A Schwartz	Joseph Schwartz
10.1101/070128	Kevin M Beaver	Kevin Beaver
10.1101/070128	Michael A Woodley	Michael Woodley
10.1101/070144	Austin G Meyer	Austin Meyer
10.1101/070151	Joshua M Stuart	Joshua Stuart
10.1101/070151	Pablo Cordero	Pablo Cordero
10.1101/070169	Alexei J Drummond	Alexei Drummond
10.1101/070169	Huw A Ogilvie	Huw Ogilvie
10.1101/070177	Benjamin M. Neale	Benjamin Neale
10.1101/070177	Chia-Yen Chen	Chia-Yen Chen
10.1101/070177	Jordan W. Smoller	Jordan Smoller
10.1101/070177	Mert R. Sabuncu	Mert Sabuncu
10.1101/070177	Tian Ge	Tian Ge
10.1101/070185	Courtney Szyjka	Courtney Szyjka
10.1101/070185	Daniel Samorodnitsky	Daniel Samorodnitsky
10.1101/070185	Gerald Koudelka	Gerald Koudelka
10.1101/070193	Jinzhou Yuan	Jinzhou Yuan
10.1101/070193	Peter A. Sims	Peter Sims
10.1101/070201	Anthony J Studer	Anthony Studer
10.1101/070201	Chin Jian Yang	Chin Yang
10.1101/070201	Clint Whipple	Clint Whipple
10.1101/070201	John F Doebley	John Doebley
10.1101/070201	Lisa E Kursel	Lisa Kursel
10.1101/070201	Madelaine E Bartlett	Madelaine Bartlett
10.1101/070219	Fleur Chapus	Fleur Chapus
10.1101/070219	Gianluca Pegoraro	Gianluca Pegoraro
10.1101/070219	Linda Karine Zane	Linda Zane
10.1101/070219	Tom Misteli	Tom Misteli
10.1101/070227	Alice Davy	Alice Davy
10.1101/070227	Anthony Kischel	Anthony Kischel
10.1101/070227	Cathy Soula	Cathy Soula
10.1101/070227	Christophe Audouard	Christophe Audouard
10.1101/070227	Daniel Liebl	Daniel Liebl
10.1101/070227	Julien Laussu	Julien Laussu
10.1101/070227	Nathalie Escalas	Nathalie Escalas
10.1101/070227	Poincyane Assis-Nascimento	Poincyane Assis-Nascimento
10.1101/070235	Antonis Rokas	Antonis Rokas
10.1101/070235	Chris Todd Hittinger	Chris Hittinger
10.1101/070235	Cletus P Kurtzman	Cletus Kurtzman
10.1101/070235	Jacek Kominek	Jacek Kominek
10.1101/070235	Xiaofan Zhou	Xiaofan Zhou
10.1101/070235	Xing-Xing Shen	Xing-Xing Shen
10.1101/070243	Hung Le	Hung Le
10.1101/070243	Josefa Gonzalez	Josefa Gonzalez
10.1101/070243	Lain Guio	Lain Guio
10.1101/070243	Maite G Barron	Maite Barron
10.1101/070243	Miriam Merenciano	Miriam Merenciano
10.1101/070243	Quirze Rovira	Quirze Rovira
10.1101/070250	Celine Hauzy	Celine Hauzy
10.1101/070250	nicolas loeuille	nicolas loeuille
10.1101/070268	Aaron J. Sams	Aaron Sams
10.1101/070268	Alon Keinan	Alon Keinan
10.1101/070268	Andrew G. Clark	Andrew Clark
10.1101/070268	Aviv Madar	Aviv Madar
10.1101/070268	Deborah S. Cunninghame Graham	Deborah Graham
10.1101/070268	Diana Chang	Diana Chang
10.1101/070268	Feng Gao	Feng Gao
10.1101/070268	Timothy J. Vyse	Timothy Vyse
10.1101/070268	Yedael Y. Waldman	Yedael Waldman
10.1101/070276	Alissa C Magwood	Alissa Magwood
10.1101/070276	Mark D Baker	Mark Baker
10.1101/070276	Maureen M Mundia	Maureen Mundia
10.1101/070300	Fabio Cerqueira	Fabio Cerqueira
10.1101/070300	Marco Pinto Orellana	Marco Orellana
10.1101/070318	Devika Bhave	Devika Bhave
10.1101/070318	Dhanashri Nevgi	Dhanashri Nevgi
10.1101/070318	Shraddha Madhav Karve	Shraddha Karve
10.1101/070318	Sutirth Dey	Sutirth Dey
10.1101/070326	Casian Pantea	Casian Pantea
10.1101/070326	Gheorge Craciun	Gheorge Craciun
10.1101/070326	Justin Carden	Justin Carden
10.1101/070326	Parag Mallick	Parag Mallick
10.1101/070326	Raghu Machiraju	Raghu Machiraju
10.1101/070334	Laurence Michele Ettwiller	Laurence Ettwiller
10.1101/070334	Lixin Chen	Lixin Chen
10.1101/070334	Pingfang Liu	Pingfang Liu
10.1101/070334	Thomas Corwin Evans	Thomas Evans
10.1101/070342	Atul N. Parikh	Atul Parikh
10.1101/070342	Bo Liedberg	Bo Liedberg
10.1101/070342	James C.S. Ho	James Ho
10.1101/070342	Morgan Chabanon	Morgan Chabanon
10.1101/070342	Padmini Rangamani	Padmini Rangamani
10.1101/070367	Alexander E Pozhitkov	Alexander Pozhitkov
10.1101/070367	M Colby Hunter	M Hunter
10.1101/070367	Peter Anthony Noble	Peter Noble
10.1101/070375	Guangyu R. Yang	Guangyu Yang
10.1101/070375	H. Francis Song	H. Song
10.1101/070375	Xiao-Jing Wang	Xiao-Jing Wang
10.1101/070391	Christina Straub	Christina Straub
10.1101/070391	Elena Colombi	Elena Colombi
10.1101/070391	Honour C McCann	Honour McCann
10.1101/070391	Matthew D Templeton	Matthew Templeton
10.1101/070391	Paul B Rainey	Paul Rainey
10.1101/070391	Sven Kunzel	Sven Kunzel
10.1101/070409	Debjani Das	Debjani Das
10.1101/070409	Kaarin J Anstey	Kaarin Anstey
10.1101/070409	Shea Andrews	Shea Andrews
10.1101/070409	Simon Easteal	Simon Easteal
10.1101/070417	Alexandra Gonzales	Alexandra Gonzales
10.1101/070417	Barry L. Wanner	Barry Wanner
10.1101/070417	Cameron L. Gardner	Cameron Gardner
10.1101/070417	Christopher J. Gregg	Christopher Gregg
10.1101/070417	Conor K. Camplisson	Conor Camplisson
10.1101/070417	David K. Barclay	David Barclay
10.1101/070417	Eduardo Aponte	Eduardo Aponte
10.1101/070417	Eriona Hysolli	Eriona Hysolli
10.1101/070417	George M. Church	George Church
10.1101/070417	James E. DiCarlo	James DiCarlo
10.1101/070417	John Aach	John Aach
10.1101/070417	Julie E Norville	Julie Norville
10.1101/070417	Jun Teramoto	Jun Teramoto
10.1101/070417	Katerina A. Turner	Katerina Turner
10.1101/070417	Kento Tominaga	Kento Tominaga
10.1101/070417	Marc Guell	Marc Guell
10.1101/070417	Maria Mincheva	Maria Mincheva
10.1101/070417	Ryota Sugimoto	Ryota Sugimoto
10.1101/070417	Victoria Longe	Victoria Longe
10.1101/070425	David B Jaffe	David Jaffe
10.1101/070425	Deanna Church	Deanna Church
10.1101/070425	Neil I Weisenfeld	Neil Weisenfeld
10.1101/070425	Preyas Shah	Preyas Shah
10.1101/070425	Vijay Kumar	Vijay Kumar
10.1101/070441	Ghassem Tofighi	Ghassem Tofighi
10.1101/070441	Saman Sarraf	Saman Sarraf
10.1101/070490	Alexander Polyzos	Alexander Polyzos
10.1101/070490	Elizabeth O Johnson	Elizabeth Johnson
10.1101/070490	Jiri Bartek	Jiri Bartek
10.1101/070490	Konstantinos N Vougas	Konstantinos Vougas
10.1101/070490	Michael Liontos	Michael Liontos
10.1101/070490	Paul Townsend	Paul Townsend
10.1101/070490	Thomas Jackson	Thomas Jackson
10.1101/070490	Vassilis G Gorgoulis	Vassilis Gorgoulis
10.1101/070490	Vassilis Georgoulias	Vassilis Georgoulias
10.1101/070516	Jorge I Velez	Jorge Velez
10.1101/070516	Kaarin J Anstey	Kaarin Anstey
10.1101/070516	Nicolas Cherbuin	Nicolas Cherbuin
10.1101/070516	Ranmalee Eramudugolla	Ranmalee Eramudugolla
10.1101/070516	Shea Andrews	Shea Andrews
10.1101/070516	Simon Easteal	Simon Easteal
10.1101/070524	Andreas K. Engel	Andreas Engel
10.1101/070524	Claus C. Hilgetag	Claus Hilgetag
10.1101/070524	Edgar Galindo-Leon	Edgar Galindo-Leon
10.1101/070524	Felix Fischer	Felix Fischer
10.1101/070524	Florian Pieper	Florian Pieper
10.1101/070524	Gerhard Engler	Gerhard Engler
10.1101/070532	Cindy E. Morris	Cindy Morris
10.1101/070532	David C. Sands	David Sands
10.1101/070532	E. Keith Bigg	E. Bigg
10.1101/070532	Jessie M. Creamean	Jessie Creamean
10.1101/070532	Samuel Soubeyrand	Samuel Soubeyrand
10.1101/070540	Edward G F Benya	Edward Benya
10.1101/070573	Charles Xu	Charles Xu
10.1101/070573	Douglas W. Yu	Douglas Yu
10.1101/070573	Helena Wirta	Helena Wirta
10.1101/070573	Jenni Hultman	Jenni Hultman
10.1101/070573	Otso Ovaskainen	Otso Ovaskainen
10.1101/070573	Panu Somervuo	Panu Somervuo
10.1101/070573	Yinqiu Ji	Yinqiu Ji
10.1101/070581	Ben Weisburd	Ben Weisburd
10.1101/070581	Beryl B Cummings	Beryl Cummings
10.1101/070581	Brett Thomas	Brett Thomas
10.1101/070581	Daniel Birnbaum	Daniel Birnbaum
10.1101/070581	Daniel G MacArthur	Daniel MacArthur
10.1101/070581	David Kavanagh	David Kavanagh
10.1101/070581	Douglas M Ruderfer	Douglas Ruderfer
10.1101/070581	Kaitlin E Samocha	Kaitlin Samocha
10.1101/070581	Konrad J Karczewski	Konrad Karczewski
10.1101/070581	Mark J Daly	Mark Daly
10.1101/070581	Monkol Lek	Monkol Lek
10.1101/070581	Tymor Hamamsy	Tymor Hamamsy
10.1101/070599	Felipe Bastos Rocha	Felipe Rocha
10.1101/070599	Louis Bernard Klaczko	Louis Klaczko
10.1101/070615	Han Li	Han Li
10.1101/070615	Peter Ralph	Peter Ralph
10.1101/070623	Andreas Sagner	Andreas Sagner
10.1101/070623	Christian Siebold	Christian Siebold
10.1101/070623	Douglas F Covey	Douglas Covey
10.1101/070623	Eamon FX Byrne	Eamon Byrne
10.1101/070623	Giovanni Luchetti	Giovanni Luchetti
10.1101/070623	Jennifer H Kong	Jennifer Kong
10.1101/070623	Rajat Rohatgi	Rajat Rohatgi
10.1101/070623	Ria Sircar	Ria Sircar
10.1101/070623	Sigrid Nachtergaele	Sigrid Nachtergaele
10.1101/070631	Kevin S. Bonham	Kevin Bonham
10.1101/070631	Melanie I. Stefan	Melanie Stefan
10.1101/070649	Martin Sosic	Martin Sosic
10.1101/070649	Mile Sikic	Mile Sikic
10.1101/070656	Alvaro Fajardo	Alvaro Fajardo
10.1101/070656	Fabiana Gambaro	Fabiana Gambaro
10.1101/070656	Juan Cristina	Juan Cristina
10.1101/070656	Natalia Echeverria	Natalia Echeverria
10.1101/070656	Pilar Moreno	Pilar Moreno
10.1101/070672	Alina Peter	Alina Peter
10.1101/070672	Bart Gips	Bart Gips
10.1101/070672	Eric Lowet	Eric Lowet
10.1101/070672	Mark Roberts	Mark Roberts
10.1101/070672	Peter De Weerd	Peter De Weerd
10.1101/070714	Alexander Tyakht	Alexander Tyakht
10.1101/070714	Boris Kovarsky	Boris Kovarsky
10.1101/070714	Damir Melnikov	Damir Melnikov
10.1101/070714	Dmitry Alexeev	Dmitry Alexeev
10.1101/070714	Konstantin Yarygin	Konstantin Yarygin
10.1101/070714	Tatyana Bibikova	Tatyana Bibikova
10.1101/070730	Andrew Crawford	Andrew Crawford
10.1101/070730	Andrew J. Levine	Andrew Levine
10.1101/070730	Annegret Fischer	Annegret Fischer
10.1101/070730	Bradford B. Worrall	Bradford Worrall
10.1101/070730	Brian R. Walker	Brian Walker
10.1101/070730	Constantin Polychronakos	Constantin Polychronakos
10.1101/070730	Daniel S. Tylee	Daniel Tylee
10.1101/070730	Doug Speed	Doug Speed
10.1101/070730	Eric Mick	Eric Mick
10.1101/070730	Esha Sharma	Esha Sharma
10.1101/070730	Hakon Hakonarson	Hakon Hakonarson
10.1101/070730	Jeremy J. Martinson	Jeremy Martinson
10.1101/070730	Jonathan L. Hess	Jonathan Hess
10.1101/070730	Jonathan P. Bradfield	Jonathan Bradfield
10.1101/070730	Muhammad A. Tahir	Muhammad Tahir
10.1101/070730	Patrick M. A. Sleiman	Patrick Sleiman
10.1101/070730	Rainer Malik	Rainer Malik
10.1101/070730	Sergey Nejenstev	Sergey Nejenstev
10.1101/070730	Stephen J. Glatt	Stephen Glatt
10.1101/070730	Stephen V. Faraone	Stephen Faraone
10.1101/070730	Struan F. A. Grant	Struan Grant
10.1101/070748	Arun Sasidharan	Arun Sasidharan
10.1101/070748	Bindu M Kutty	Bindu Kutty
10.1101/070748	John P John	John John
10.1101/070748	Mariamma Philip	Mariamma Philip
10.1101/070748	Sanjeev Jain	Sanjeev Jain
10.1101/070748	Sarada Subramanian	Sarada Subramanian
10.1101/070748	Sunil Kumar	Sunil Kumar
10.1101/070755	Alyssa Browning	Alyssa Browning
10.1101/070755	Gillian Howard	Gillian Howard
10.1101/070755	Gregory Jefferis	Gregory Jefferis
10.1101/070755	Julian Ng	Julian Ng
10.1101/070755	Lorenz Lechner	Lorenz Lechner
10.1101/070755	Masako Terada	Masako Terada
10.1101/070763	Dorte Mueller	Dorte Mueller
10.1101/070763	Madeleine Seale	Madeleine Seale
10.1101/070763	Ottoline Leyser	Ottoline Leyser
10.1101/070763	Sally P Ward	Sally Ward
10.1101/070763	Tom Bennett	Tom Bennett
10.1101/070763	Yueyang Liang	Yueyang Liang
10.1101/070771	Mads Albertsen	Mads Albertsen
10.1101/070771	Morten S Dueholm	Morten Dueholm
10.1101/070771	Per H Nielsen	Per Nielsen
10.1101/070771	Rasmus H Kirkegaard	Rasmus Kirkegaard
10.1101/070771	Simon J McIlroy	Simon McIlroy
10.1101/070771	Soeren M Karst	Soeren Karst
10.1101/070789	Aaron Clauset	Aaron Clauset
10.1101/070789	Albert Barberan	Albert Barberan
10.1101/070789	Nora Connor	Nora Connor
10.1101/070797	Alicia R Martin	Alicia Martin
10.1101/070797	Carlos D Bustamante	Carlos Bustamante
10.1101/070797	Christopher R Gignoux	Christopher Gignoux
10.1101/070797	Eimear E Kenny	Eimear Kenny
10.1101/070797	Genevieve L Wojcik	Genevieve Wojcik
10.1101/070797	Mark J Daly	Mark Daly
10.1101/070797	Raymond K Walters	Raymond Walters
10.1101/070797	Simon Gravel	Simon Gravel
10.1101/070805	Anders Eriksson	Anders Eriksson
10.1101/070805	Andrea Manica	Andrea Manica
10.1101/070805	Byung Chul Kim	Byung Kim
10.1101/070805	Chang Geun Kim	Chang Kim
10.1101/070805	George M Church	George Church
10.1101/070805	Hak-Min Kim	Hak-Min Kim
10.1101/070805	Hyunho Kim	Hyunho Kim
10.1101/070805	JeHoon Jun	JeHoon Jun
10.1101/070805	Jeremy S Edwards	Jeremy Edwards
10.1101/070805	Jong Bhak	Jong Bhak
10.1101/070805	Kyun Shik Chae	Kyun Chae
10.1101/070805	Sangsoo Kim	Sangsoo Kim
10.1101/070805	Semin Lee	Semin Lee
10.1101/070805	Sungwoong Jho	Sungwoong Jho
10.1101/070805	Yong Joo Lee	Yong Lee
10.1101/070805	Yun Sung Cho	Yun Cho
10.1101/070813	Aida Eslami	Aida Eslami
10.1101/070813	Florian Rohart	Florian Rohart
10.1101/070813	Kim-Anh Le Cao	Kim-Anh Le Cao
10.1101/070813	Nicholas Matigian	Nicholas Matigian
10.1101/070813	Stephanie Bougeard	Stephanie Bougeard
10.1101/070821	David A. Mely	David Mely
10.1101/070821	Thomas Serre	Thomas Serre
10.1101/070839	Aswin Sai Narain Seshasayee	Aswin Seshasayee
10.1101/070839	Mohak Sharda	Mohak Sharda
10.1101/070839	Supriya Khedkar	Supriya Khedkar
10.1101/070847	Delphine Busson	Delphine Busson
10.1101/070847	Irene Till-Bottraud	Irene Till-Bottraud
10.1101/070847	Marco Andrello	Marco Andrello
10.1101/070847	Oscar E. Gaggiotti	Oscar Gaggiotti
10.1101/070847	Pierre de Villemereuil	Pierre de Villemereuil
10.1101/070854	Andreas Wagner	Andreas Wagner
10.1101/070862	Michael X Cohen	Michael Cohen
10.1101/070862	Rasa Gulbinaite	Rasa Gulbinaite
10.1101/070870	Amir Feizi	Amir Feizi
10.1101/070870	Francesco Gatto	Francesco Gatto
10.1101/070870	Jens Nielsen	Jens Nielsen
10.1101/070870	Mathias Uhlen	Mathias Uhlen
10.1101/070888	Alberto Rastrojo	Alberto Rastrojo
10.1101/070888	Begona Aguado	Begona Aguado
10.1101/070888	Bernardo Rodriguez Martin	Bernardo Martin
